,PV low output,PV medium output,PV high output
2016-05-02 08:35:14,1.9161976480835206,2.874296472125281,3.832395296167041
2016-05-02 08:35:15,1.9163434108743378,2.874515116311507,3.8326868217486756
2016-05-02 08:35:16,1.9080603201818627,2.8620904802727942,3.8161206403637253
2016-05-02 08:35:17,1.9166349364559723,2.8749524046839583,3.8332698729119445
2016-05-02 08:35:18,1.9167806992467895,2.8751710488701843,3.833561398493579
2016-05-02 08:35:19,1.916926462037607,2.8753896930564107,3.833852924075214
2016-05-02 08:35:20,1.9188603042550005,2.878290456382501,3.837720608510001
2016-05-02 08:35:21,1.917217987619241,2.8758269814288617,3.834435975238482
2016-05-02 08:35:22,1.9173637504100585,2.8760456256150877,3.834727500820117
2016-05-02 08:35:23,1.9175095132008757,2.8762642698013137,3.8350190264017514
2016-05-02 08:35:24,1.895481703075941,2.8432225546139116,3.790963406151882
2016-05-02 08:35:25,1.9178010387825102,2.876701558173765,3.8356020775650204
2016-05-02 08:35:26,1.9179468015733274,2.876920202359991,3.835893603146655
2016-05-02 08:35:27,1.9180925643641449,2.8771388465462175,3.8361851287282898
2016-05-02 08:35:28,1.9017163524284109,2.8525745286426165,3.8034327048568217
2016-05-02 08:35:29,1.9183840899457794,2.877576134918669,3.8367681798915587
2016-05-02 08:35:30,1.9185298527365964,2.8777947791048946,3.8370597054731927
2016-05-02 08:35:31,1.9186756155274136,2.8780134232911205,3.8373512310548272
2016-05-02 08:35:32,1.9252987469465204,2.8879481204197806,3.8505974938930407
2016-05-02 08:35:33,1.918967141109048,2.878450711663572,3.837934282218096
2016-05-02 08:35:34,1.9191129038998656,2.8786693558497984,3.838225807799731
2016-05-02 08:35:35,1.9192586666906828,2.8788880000360244,3.8385173333813656
2016-05-02 08:35:36,1.9244214357946927,2.886632153692039,3.8488428715893854
2016-05-02 08:35:37,1.9195501922723173,2.879325288408476,3.8391003845446345
2016-05-02 08:35:38,1.9196959550631343,2.8795439325947014,3.8393919101262686
2016-05-02 08:35:39,1.9198417178539517,2.8797625767809274,3.8396834357079035
2016-05-02 08:35:40,1.9080190045882872,2.8620285068824307,3.8160380091765744
2016-05-02 08:35:41,1.920133243435586,2.880199865153379,3.840266486871172
2016-05-02 08:35:42,1.9202790062264035,2.8804185093396053,3.840558012452807
2016-05-02 08:35:43,1.9204247690172205,2.880637153525831,3.840849538034441
2016-05-02 08:35:44,1.9178507262762736,2.8767760894144105,3.8357014525525472
2016-05-02 08:35:45,1.9207162945988552,2.8810744418982828,3.8414325891977104
2016-05-02 08:35:46,1.9208620573896722,2.8812930860845083,3.8417241147793444
2016-05-02 08:35:47,1.9210078201804897,2.8815117302707343,3.8420156403609793
2016-05-02 08:35:48,1.8914438029184026,2.837165704377604,3.7828876058368053
2016-05-02 08:35:49,1.9212993457621244,2.8819490186431866,3.8425986915242487
2016-05-02 08:35:50,1.9214451085529414,2.882167662829412,3.8428902171058827
2016-05-02 08:35:51,1.9215908713437584,2.8823863070156377,3.8431817426875168
2016-05-02 08:35:52,1.9195102841937464,2.8792654262906194,3.8390205683874927
2016-05-02 08:35:53,1.921882396925393,2.8828235953880896,3.843764793850786
2016-05-02 08:35:54,1.9220281597162105,2.8830422395743156,3.844056319432421
2016-05-02 08:35:55,1.9221739225070276,2.883260883760541,3.844347845014055
2016-05-02 08:35:56,1.8937258752344188,2.840588812851628,3.7874517504688376
2016-05-02 08:35:57,1.9224654480886623,2.8836981721329935,3.8449308961773245
2016-05-02 08:35:58,1.9226112108794793,2.883916816319219,3.8452224217589586
2016-05-02 08:35:59,1.9227569736702967,2.884135460505445,3.8455139473405935
2016-05-02 08:36:00,1.961324485347451,2.9419867280211767,3.922648970694902
2016-05-02 08:36:01,1.923048499251931,2.8845727488778965,3.846096998503862
2016-05-02 08:36:02,1.9231942620427485,2.8847913930641225,3.846388524085497
2016-05-02 08:36:03,1.9233400248335655,2.885010037250348,3.846680049667131
2016-05-02 08:36:04,1.8876559381055817,2.831483907158373,3.7753118762111635
2016-05-02 08:36:05,1.9236315504152002,2.8854473256228004,3.8472631008304004
2016-05-02 08:36:06,1.9237773132060172,2.885665969809026,3.8475546264120344
2016-05-02 08:36:07,1.9239230759968347,2.885884613995252,3.8478461519936693
2016-05-02 08:36:08,1.9108903358926683,2.8663355038390024,3.8217806717853366
2016-05-02 08:36:09,1.9242146015784691,2.886321902367704,3.8484292031569383
2016-05-02 08:36:10,1.9243603643692864,2.8865405465539293,3.8487207287385727
2016-05-02 08:36:11,1.9245061271601034,2.886759190740155,3.8490122543202068
2016-05-02 08:36:12,1.9402222625711365,2.9103333938567046,3.880444525142273
2016-05-02 08:36:13,1.924797652741738,2.8871964791126072,3.849595305483476
2016-05-02 08:36:14,1.9249434155325553,2.887415123298833,3.8498868310651106
2016-05-02 08:36:15,1.9250891783233726,2.8876337674850587,3.850178356646745
2016-05-02 08:36:16,1.9193006163953426,2.878950924593014,3.838601232790685
2016-05-02 08:36:17,1.925380703905007,2.8880710558575107,3.850761407810014
2016-05-02 08:36:18,1.9255264666958243,2.888289700043736,3.8510529333916486
2016-05-02 08:36:19,1.9256722294866417,2.8885083442299626,3.8513444589732835
2016-05-02 08:36:20,1.9469988012730077,2.9204982019095116,3.8939976025460155
2016-05-02 08:36:21,1.9259637550682758,2.8889456326024137,3.8519275101365515
2016-05-02 08:36:22,1.9261095178590932,2.88916427678864,3.8522190357181865
2016-05-02 08:36:23,1.9262552806499105,2.8893829209748656,3.852510561299821
2016-05-02 08:36:24,1.947192373933931,2.9207885609008963,3.894384747867862
2016-05-02 08:36:25,1.926546806231545,2.8898202093473175,3.85309361246309
2016-05-02 08:36:26,1.9266925690223622,2.890038853533543,3.8533851380447244
2016-05-02 08:36:27,1.9268383318131796,2.8902574977197695,3.8536766636263593
2016-05-02 08:36:28,1.9143963620186548,2.871594543027982,3.8287927240373096
2016-05-02 08:36:29,1.9271298573948141,2.8906947860922214,3.8542597147896283
2016-05-02 08:36:30,1.9272756201856311,2.890913430278447,3.8545512403712623
2016-05-02 08:36:31,1.9274213829764484,2.8911320744646725,3.8548427659528968
2016-05-02 08:36:32,1.9168347999288244,2.8752521998932368,3.833669599857649
2016-05-02 08:36:33,1.9277129085580829,2.8915693628371244,3.8554258171161657
2016-05-02 08:36:34,1.9278586713489003,2.8917880070233504,3.8557173426978006
2016-05-02 08:36:35,1.9280044341397176,2.8920066512095763,3.856008868279435
2016-05-02 08:36:36,1.9297811629813069,2.8946717444719603,3.8595623259626137
2016-05-02 08:36:37,1.928295959721352,2.8924439395820283,3.856591919442704
2016-05-02 08:36:38,1.928441722512169,2.892662583768254,3.856883445024338
2016-05-02 08:36:39,1.9285874853029865,2.8928812279544798,3.857174970605973
2016-05-02 08:36:40,1.9180698993905363,2.8771048490858044,3.8361397987810726
2016-05-02 08:36:41,1.9288790108846208,2.8933185163269313,3.8577580217692415
2016-05-02 08:36:42,1.9290247736754382,2.8935371605131572,3.8580495473508765
2016-05-02 08:36:43,1.9291705364662555,2.893755804699383,3.858341072932511
2016-05-02 08:36:44,1.939856038032421,2.9097840570486317,3.879712076064842
2016-05-02 08:36:45,1.92946206204789,2.894193093071835,3.85892412409578
2016-05-02 08:36:46,1.929607824838707,2.8944117372580607,3.859215649677414
2016-05-02 08:36:47,1.9297535876295244,2.8946303814442866,3.859507175259049
2016-05-02 08:36:48,1.9043437406567547,2.856515610985132,3.8086874813135094
2016-05-02 08:36:49,1.9300451132111591,2.8950676698167386,3.8600902264223182
2016-05-02 08:36:50,1.9301908760019761,2.895286314002964,3.8603817520039523
2016-05-02 08:36:51,1.9303366387927934,2.89550495818919,3.8606732775855868
2016-05-02 08:36:52,1.9446597173736875,2.9169895760605313,3.889319434747375
2016-05-02 08:36:53,1.9306281643744279,2.895942246561642,3.8612563287488557
2016-05-02 08:36:54,1.9307739271652453,2.896160890747868,3.8615478543304906
2016-05-02 08:36:55,1.9309196899560623,2.8963795349340935,3.8618393799121247
2016-05-02 08:36:56,1.9390616912024408,2.908592536803661,3.8781233824048815
2016-05-02 08:36:57,1.931211215537697,2.8968168233065454,3.862422431075394
2016-05-02 08:36:58,1.931356978328514,2.897035467492771,3.862713956657028
2016-05-02 08:36:59,1.9315027411193315,2.8972541116789974,3.863005482238663
2016-05-02 08:37:00,1.9020780356931177,2.853117053539677,3.8041560713862355
2016-05-02 08:37:01,1.9317942667009658,2.897691400051449,3.8635885334019315
2016-05-02 08:37:02,1.9319400294917832,2.897910044237675,3.8638800589835665
2016-05-02 08:37:03,1.9320857922826002,2.8981286884239004,3.8641715845652005
2016-05-02 08:37:04,1.9535906520000257,2.9303859780000385,3.9071813040000514
2016-05-02 08:37:05,1.932377317864235,2.8985659767963523,3.86475463572847
2016-05-02 08:37:06,1.932523080655052,2.898784620982578,3.865046161310104
2016-05-02 08:37:07,1.9326688434458694,2.8990032651688042,3.865337686891739
2016-05-02 08:37:08,1.8886923899760741,2.833038584964111,3.7773847799521483
2016-05-02 08:37:09,1.932960369027504,2.8994405535412557,3.865920738055008
2016-05-02 08:37:10,1.9331061318183211,2.8996591977274817,3.8662122636366423
2016-05-02 08:37:11,1.9332518946091382,2.8998778419137072,3.8665037892182763
2016-05-02 08:37:12,1.9252602202381643,2.8878903303572465,3.8505204404763287
2016-05-02 08:37:13,1.9335434201907729,2.900315130286159,3.8670868403815457
2016-05-02 08:37:14,1.93368918298159,2.900533774472385,3.86737836596318
2016-05-02 08:37:15,1.9338349457724073,2.900752418658611,3.8676698915448147
2016-05-02 08:37:16,1.92966811875924,2.89450217813886,3.85933623751848
2016-05-02 08:37:17,1.9341264713540418,2.9011897070310626,3.8682529427080836
2016-05-02 08:37:18,1.934272234144859,2.9014083512172886,3.868544468289718
2016-05-02 08:37:19,1.9344179969356765,2.9016269954035145,3.868835993871353
2016-05-02 08:37:20,1.920418515510657,2.8806277732659855,3.840837031021314
2016-05-02 08:37:21,1.9347095225173108,2.902064283775966,3.8694190450346215
2016-05-02 08:37:22,1.934855285308128,2.902282927962192,3.869710570616256
2016-05-02 08:37:23,1.9350010480989452,2.902501572148418,3.8700020961978905
2016-05-02 08:37:24,1.931887851233804,2.897831776850706,3.863775702467608
2016-05-02 08:37:25,1.9352925736805797,2.9029388605208695,3.8705851473611594
2016-05-02 08:37:26,1.935438336471397,2.9031575047070954,3.870876672942794
2016-05-02 08:37:27,1.9355840992622144,2.9033761488933214,3.871168198524429
2016-05-02 08:37:28,1.967416575722525,2.9511248635837877,3.93483315144505
2016-05-02 08:37:29,1.935875624843849,2.9038134372657733,3.871751249687698
2016-05-02 08:37:30,1.936021387634666,2.904032081451999,3.872042775269332
2016-05-02 08:37:31,1.9361671504254832,2.904250725638225,3.8723343008509663
2016-05-02 08:37:32,1.9428965174745016,2.9143447762117525,3.8857930349490033
2016-05-02 08:37:33,1.9364586760071176,2.9046880140106763,3.8729173520142353
2016-05-02 08:37:34,1.936604438797935,2.9049066581969027,3.87320887759587
2016-05-02 08:37:35,1.9367502015887523,2.9051253023831283,3.8735004031775047
2016-05-02 08:37:36,1.9258007951869458,2.8887011927804185,3.8516015903738916
2016-05-02 08:37:37,1.9370417271703868,2.90556259075558,3.8740834543407736
2016-05-02 08:37:38,1.9371874899612038,2.9057812349418057,3.8743749799224076
2016-05-02 08:37:39,1.9373332527520213,2.905999879128032,3.8746665055040426
2016-05-02 08:37:40,1.9516709206214258,2.9275063809321384,3.9033418412428516
2016-05-02 08:37:41,1.9376247783336555,2.906437167500483,3.875249556667311
2016-05-02 08:37:42,1.937770541124473,2.9066558116867096,3.875541082248946
2016-05-02 08:37:43,1.9379163039152902,2.906874455872935,3.8758326078305805
2016-05-02 08:37:44,1.9567591343487931,2.9351387015231896,3.9135182686975862
2016-05-02 08:37:45,1.9382078294969247,2.907311744245387,3.8764156589938494
2016-05-02 08:37:46,1.9383535922877417,2.9075303884316126,3.8767071845754835
2016-05-02 08:37:47,1.9384993550785592,2.907749032617839,3.8769987101571184
2016-05-02 08:37:48,1.9451482911748488,2.917722436762273,3.8902965823496976
2016-05-02 08:37:49,1.938790880660194,2.908186320990291,3.877581761320388
2016-05-02 08:37:50,1.938936643451011,2.9084049651765165,3.877873286902022
2016-05-02 08:37:51,1.9390824062418281,2.908623609362742,3.8781648124836563
2016-05-02 08:37:52,1.9439398965731047,2.915909844859657,3.8878797931462095
2016-05-02 08:37:53,1.9393739318234626,2.909060897735194,3.8787478636469253
2016-05-02 08:37:54,1.93951969461428,2.9092795419214204,3.87903938922856
2016-05-02 08:37:55,1.939665457405097,2.909498186107646,3.879330914810194
2016-05-02 08:37:56,1.9533809131503328,2.930071369725499,3.9067618263006656
2016-05-02 08:37:57,1.9399569829867318,2.909935474480098,3.8799139659734636
2016-05-02 08:37:58,1.9401027457775488,2.9101541186663233,3.8802054915550976
2016-05-02 08:37:59,1.9402485085683663,2.9103727628525493,3.8804970171367326
2016-05-02 08:38:00,1.926703825295252,2.8900557379428777,3.853407650590504
2016-05-02 08:38:01,1.9405400341500005,2.910810051225001,3.881080068300001
2016-05-02 08:38:02,1.940685796940818,2.911028695411227,3.881371593881636
2016-05-02 08:38:03,1.940831559731635,2.9112473395974527,3.88166311946327
2016-05-02 08:38:04,1.9460167111339983,2.9190250667009976,3.8920334222679966
2016-05-02 08:38:05,1.9411230853132697,2.9116846279699047,3.8822461706265394
2016-05-02 08:38:06,1.9412688481040867,2.91190327215613,3.8825376962081735
2016-05-02 08:38:07,1.9414146108949042,2.912121916342356,3.8828292217898084
2016-05-02 08:38:08,1.9426588924734298,2.9139883387101446,3.8853177849468596
2016-05-02 08:38:09,1.9417061364765387,2.912559204714808,3.8834122729530773
2016-05-02 08:38:10,1.941851899267356,2.912777848901034,3.883703798534712
2016-05-02 08:38:11,1.941997662058173,2.9129964930872596,3.883995324116346
2016-05-02 08:38:12,1.9478683252906386,2.921802487935958,3.895736650581277
2016-05-02 08:38:13,1.9422891876398076,2.9134337814597115,3.8845783752796152
2016-05-02 08:38:14,1.942434950430625,2.9136524256459375,3.88486990086125
2016-05-02 08:38:15,1.942580713221442,2.913871069832163,3.885161426442884
2016-05-02 08:38:16,1.9054117858469488,2.858117678770423,3.8108235716938976
2016-05-02 08:38:17,1.9428722388030766,2.914308358204615,3.885744477606153
2016-05-02 08:38:18,1.9430180015938938,2.914527002390841,3.8860360031877876
2016-05-02 08:38:19,1.9431637643847113,2.914745646577067,3.8863275287694226
2016-05-02 08:38:20,1.9242005129840665,2.8863007694760996,3.848401025968133
2016-05-02 08:38:21,1.9434552899663455,2.9151829349495184,3.886910579932691
2016-05-02 08:38:22,1.943601052757163,2.9154015791357444,3.887202105514326
2016-05-02 08:38:23,1.94374681554798,2.91562022332197,3.88749363109596
2016-05-02 08:38:24,1.9488786065452268,2.92331790981784,3.8977572130904536
2016-05-02 08:38:25,1.9440383411296145,2.916057511694422,3.888076682259229
2016-05-02 08:38:26,1.9441841039204317,2.916276155880648,3.8883682078408635
2016-05-02 08:38:27,1.9443298667112492,2.916494800066874,3.8886597334224984
2016-05-02 08:38:28,1.9338980213624595,2.900847032043689,3.867796042724919
2016-05-02 08:38:29,1.9446213922928837,2.9169320884393253,3.8892427845857673
2016-05-02 08:38:30,1.9447671550837007,2.917150732625551,3.8895343101674014
2016-05-02 08:38:31,1.944912917874518,2.9173693768117768,3.889825835749036
2016-05-02 08:38:32,1.9424728381618452,2.913709257242768,3.8849456763236905
2016-05-02 08:38:33,1.9452044434561524,2.9178066651842287,3.890408886912305
2016-05-02 08:38:34,1.9453502062469699,2.9180253093704547,3.8907004124939397
2016-05-02 08:38:35,1.945495969037787,2.9182439535566806,3.890991938075574
2016-05-02 08:38:36,1.9471848460904142,2.9207772691356215,3.8943696921808284
2016-05-02 08:38:37,1.9457874946194216,2.918681241929132,3.891574989238843
2016-05-02 08:38:38,1.9459332574102386,2.9188998861153577,3.891866514820477
2016-05-02 08:38:39,1.946079020201056,2.919118530301584,3.892158040402112
2016-05-02 08:38:40,1.9363079173350555,2.9044618760025833,3.872615834670111
2016-05-02 08:38:41,1.9463705457826903,2.9195558186740356,3.8927410915653806
2016-05-02 08:38:42,1.9465163085735078,2.9197744628602615,3.8930326171470155
2016-05-02 08:38:43,1.946662071364325,2.9199931070464875,3.89332414272865
2016-05-02 08:38:44,1.9766776943643745,2.9650165415465617,3.953355388728749
2016-05-02 08:38:45,1.9469535969459595,2.920430395418939,3.893907193891919
2016-05-02 08:38:46,1.9470993597367765,2.9206490396051645,3.894198719473553
2016-05-02 08:38:47,1.947245122527594,2.920867683791391,3.894490245055188
2016-05-02 08:38:48,1.9523021870513766,2.928453280577065,3.904604374102753
2016-05-02 08:38:49,1.9475366481092287,2.921304972163843,3.8950732962184573
2016-05-02 08:38:50,1.9476824109000457,2.9215236163500684,3.8953648218000914
2016-05-02 08:38:51,1.947828173690863,2.9217422605362944,3.895656347381726
2016-05-02 08:38:52,1.9674574537204055,2.951186180580608,3.934914907440811
2016-05-02 08:38:53,1.9481196992724974,2.922179548908746,3.896239398544995
2016-05-02 08:38:54,1.9482654620633149,2.9223981930949723,3.8965309241266297
2016-05-02 08:38:55,1.9484112248541319,2.922616837281198,3.8968224497082637
2016-05-02 08:38:56,1.942488654575024,2.9137329818625357,3.884977309150048
2016-05-02 08:38:57,1.9487027504357666,2.9230541256536497,3.897405500871533
2016-05-02 08:38:58,1.9488485132265836,2.9232727698398753,3.897697026453167
2016-05-02 08:38:59,1.948994276017401,2.9234914140261017,3.897988552034802
2016-05-02 08:39:00,1.9136057796179482,2.870408669426922,3.8272115592358964
2016-05-02 08:39:01,1.9492858015990353,2.9239287023985527,3.8985716031980706
2016-05-02 08:39:02,1.9494315643898528,2.924147346584779,3.8988631287797055
2016-05-02 08:39:03,1.9495773271806698,2.9243659907710047,3.8991546543613396
2016-05-02 08:39:04,1.980065291997478,2.9700979379962167,3.960130583994956
2016-05-02 08:39:05,1.9498688527623045,2.9248032791434566,3.899737705524609
2016-05-02 08:39:06,1.9500146155531215,2.925021923329682,3.900029231106243
2016-05-02 08:39:07,1.950160378343939,2.9252405675159086,3.900320756687878
2016-05-02 08:39:08,1.9415364579840177,2.9123046869760265,3.8830729159680355
2016-05-02 08:39:09,1.9504519039255734,2.92567785588836,3.900903807851147
2016-05-02 08:39:10,1.9505976667163907,2.925896500074586,3.9011953334327814
2016-05-02 08:39:11,1.9507434295072077,2.9261151442608115,3.9014868590144154
2016-05-02 08:39:12,1.9229348853925763,2.884402328088864,3.8458697707851526
2016-05-02 08:39:13,1.9510349550888424,2.9265524326332635,3.902069910177685
2016-05-02 08:39:14,1.9511807178796599,2.92677107681949,3.9023614357593197
2016-05-02 08:39:15,1.9513264806704769,2.9269897210057154,3.9026529613409537
2016-05-02 08:39:16,1.9406116237223956,2.9109174355835936,3.881223247444791
2016-05-02 08:39:17,1.9516180062521113,2.927427009378167,3.9032360125042227
2016-05-02 08:39:18,1.9517637690429286,2.927645653564393,3.903527538085857
2016-05-02 08:39:19,1.951909531833746,2.9278642977506193,3.903819063667492
2016-05-02 08:39:20,1.931814692364708,2.897722038547062,3.863629384729416
2016-05-02 08:39:21,1.9522010574153803,2.9283015861230703,3.9044021148307606
2016-05-02 08:39:22,1.9523468202061978,2.9285202303092968,3.9046936404123955
2016-05-02 08:39:23,1.9524925829970148,2.9287388744955223,3.9049851659940296
2016-05-02 08:39:24,1.9632103585400007,2.944815537810001,3.9264207170800014
2016-05-02 08:39:25,1.9527841085786493,2.9291761628679738,3.9055682171572985
2016-05-02 08:39:26,1.9529298713694665,2.9293948070541997,3.905859742738933
2016-05-02 08:39:27,1.953075634160284,2.929613451240426,3.906151268320568
2016-05-02 08:39:28,1.9618720387387225,2.942808058108084,3.923744077477445
2016-05-02 08:39:29,1.9533671597419184,2.9300507396128777,3.906734319483837
2016-05-02 08:39:30,1.9535129225327357,2.9302693837991036,3.9070258450654713
2016-05-02 08:39:31,1.9536586853235527,2.930488027985329,3.9073173706471054
2016-05-02 08:39:32,1.9419769430752372,2.912965414612856,3.8839538861504743
2016-05-02 08:39:33,1.9539502109051872,2.9309253163577806,3.9079004218103743
2016-05-02 08:39:34,1.9540959736960046,2.931143960544007,3.9081919473920093
2016-05-02 08:39:35,1.9542417364868219,2.931362604730233,3.9084834729736437
2016-05-02 08:39:36,1.9365677599444866,2.90485163991673,3.873135519888973
2016-05-02 08:39:37,1.9545332620684563,2.9317998931026845,3.9090665241369127
2016-05-02 08:39:38,1.9546790248592736,2.9320185372889105,3.909358049718547
2016-05-02 08:39:39,1.9548247876500908,2.932237181475136,3.9096495753001816
2016-05-02 08:39:40,1.9368333685565722,2.9052500528348584,3.8736667371131444
2016-05-02 08:39:41,1.955116313231725,2.9326744698475875,3.91023262646345
2016-05-02 08:39:42,1.9552620760225425,2.932893114033814,3.910524152045085
2016-05-02 08:39:43,1.9554078388133598,2.93311175822004,3.9108156776267196
2016-05-02 08:39:44,1.9447482353143553,2.917122352971533,3.8894964706287105
2016-05-02 08:39:45,1.9556993643949943,2.9335490465924914,3.9113987287899885
2016-05-02 08:39:46,1.9558451271858113,2.933767690778717,3.9116902543716225
2016-05-02 08:39:47,1.9559908899766287,2.933986334964943,3.9119817799532575
2016-05-02 08:39:48,1.937830964641863,2.9067464469627944,3.875661929283726
2016-05-02 08:39:49,1.9562824155582634,2.9344236233373953,3.912564831116527
2016-05-02 08:39:50,1.9564281783490804,2.934642267523621,3.912856356698161
