,Total load,load_q
5/2/16 8:41,1.296550819,0.648275409
5/2/16 8:41,1.300013125,0.650006563
5/2/16 8:41,1.286026082,0.643013041
5/2/16 8:41,1.223572373,0.611786186
5/2/16 8:41,1.038563982,0.519281991
5/2/16 8:41,0.946198307,0.473099153
5/2/16 8:41,1.076507317,0.538253659
5/2/16 8:41,1.291565491,0.645782746
5/2/16 8:41,1.295996737,0.647998369
5/2/16 8:41,1.296690042,0.648345021
5/2/16 8:41,1.284780102,0.642390051
5/2/16 8:41,1.233403805,0.616701902
5/2/16 8:41,1.051026598,0.525513299
5/2/16 8:41,0.942321142,0.471160571
5/2/16 8:41,1.071107132,0.535553566
5/2/16 8:41,1.288242408,0.644121204
5/2/16 8:41,1.294750757,0.647375379
5/2/16 8:41,1.296273778,0.648136889
5/2/16 8:41,1.287688327,0.643844163
5/2/16 8:41,1.23409711,0.617048555
5/2/16 8:41,1.06349062,0.53174531
5/2/16 8:41,0.939550735,0.469775367
5/2/16 8:41,1.056566007,0.528283003
5/2/16 8:41,1.277579854,0.638789927
5/2/16 8:41,1.293365553,0.646682777
5/2/16 8:41,1.292258796,0.646129398
5/2/16 8:41,1.286857204,0.643428602
5/2/16 8:41,1.242267703,0.621133851
5/2/16 8:41,1.073461275,0.536730638
5/2/16 8:41,0.93442759,0.467213795
5/2/16 8:41,1.046457534,0.523228767
5/2/16 8:41,1.270517424,0.635258712
5/2/16 8:41,1.292535837,0.646267919
5/2/16 8:41,1.295581879,0.64779094
5/2/16 8:41,1.288934307,0.644467154
5/2/16 8:41,1.245036704,0.622518352
5/2/16 8:41,1.183551935,0.591775967
5/2/16 8:41,0.986910644,0.493455322
5/2/16 8:41,1.036209838,0.518104919
5/2/16 8:42,1.263177953,0.631588976
5/2/16 8:42,1.294889981,0.64744499
5/2/16 8:42,1.291981756,0.645990878
5/2/16 8:42,1.256392563,0.628196282
5/2/16 8:42,1.242267703,0.621133851
5/2/16 8:42,1.149624987,0.574812494
5/2/16 8:42,0.953399961,0.47669998
5/2/16 8:42,0.998543544,0.499271772
5/2/16 8:42,1.220941189,0.610470594
5/2/16 8:42,1.255838482,0.627919241
5/2/16 8:42,1.255422218,0.627711109
5/2/16 8:42,1.2552844,0.6276422
5/2/16 8:42,1.236451253,0.618225627
5/2/16 8:42,1.154471091,0.577235546
5/2/16 8:42,0.96115429,0.480577145
5/2/16 8:42,0.989541828,0.494770914
5/2/16 8:42,1.210278635,0.605139317
5/2/16 8:42,1.25625334,0.62812667
5/2/16 8:42,1.252513993,0.626256996
5/2/16 8:42,1.253068074,0.626534037
5/2/16 8:42,1.241020316,0.620510158
5/2/16 8:42,1.200445797,0.600222898
5/2/16 8:42,1.005883015,0.502941507
5/2/16 8:42,1.026516224,0.513258112
5/2/16 8:42,1.245867827,0.622933913
5/2/16 8:42,1.294196676,0.647098338
5/2/16 8:42,1.297519758,0.648759879
5/2/16 8:42,1.298350881,0.64917544
5/2/16 8:42,1.282842223,0.641421111
5/2/16 8:42,1.204462185,0.602231092
5/2/16 8:42,1.013360303,0.506680152
5/2/16 8:42,1.015991487,0.507995744
5/2/16 8:42,1.237974274,0.618987137
5/2/16 8:42,1.295581879,0.64779094
5/2/16 8:42,1.293504777,0.646752388
5/2/16 8:42,1.292258796,0.646129398
5/2/16 8:42,1.281594836,0.640797418
5/2/16 8:42,1.202385082,0.601192541
5/2/16 8:42,1.013360303,0.506680152
5/2/16 8:42,1.016545569,0.508272784
5/2/16 8:42,1.233543028,0.616771514
5/2/16 8:42,1.292396614,0.646198307
5/2/16 8:42,1.292119573,0.646059786
5/2/16 8:42,1.290873593,0.645436796
5/2/16 8:42,1.276471691,0.638235846
5/2/16 8:42,1.205708165,0.602854082
5/2/16 8:42,1.017376691,0.508688346
5/2/16 8:42,1.011422424,0.505711212
5/2/16 8:42,1.225234617,0.612617309
5/2/16 8:42,1.291981756,0.645990878
5/2/16 8:42,1.28755051,0.643775255
5/2/16 8:42,1.29004247,0.645021235
5/2/16 8:42,1.281040755,0.640520377
5/2/16 8:42,1.205847389,0.602923694
